experiment,settings,duration mean,duration min,duration 75%,duration median,duration 25%,duration max,duration std,duration variance,duration count,interval mean,interval min,interval 75%,interval median,interval 25%,interval max,interval std,interval variance,interval count
20170301–0-3425,80-250 6 peaks (4 and 3),46.587771203727804,11.875,55.625,40.20833333,29.79166667,187.9166667,25.6757465415368,659.243960465239,169,5291.977926718631,10.41666667,5529.99999975,1740.9375,260.8333333,59748.75,9174.418380561552,84169952.62158567,168
20170301–0-3425,250-500 4 peaks (3 and 2),45.8166200257556,10.0,32.5,21.25,14.375,3275.0,176.40855639209346,31119.978768342422,1072,792.8402194048366,10.0,689.6875,179.1666667,44.270833335,39585.20833,2240.183330278522,5018421.35325777,1071
20170301–0-3425,250-500 5 peaks (3 and 2),30.027039007276596,10.0,34.0625000025,23.75,16.04166667,253.5416667,24.071209362399724,579.4231201684802,470,1885.1470327114284,10.0,1122.083333,256.875,56.66666667,67233.75,6107.392579792724,37300244.12370723,469
20170301–0-3425,250-500 6 peaks (3 and 2),33.23625654486911,10.0,39.322916667499996,25.41666667,19.010416665,253.5416667,25.536912514568094,652.1339007767045,382,2324.2793087260893,10.0,1472.916667,267.7083333,58.95833333,106990.8333,8064.87682034,65042238.12725743,381
20170301–0-3425,250-500 4 peaks (4 and 3),27.577614379322636,10.0,31.875,21.45833333,15.20833333,253.5416667,22.799311846397753,519.8086206692928,561,1576.38504464425,10.0,1071.5104167499999,226.875,50.989583335,63465.83333,4878.62236675769,23800956.197428398,560
20170301–0-3425,250-500 5 peaks (4 and 3),30.027039007276596,10.0,34.0625000025,23.75,16.04166667,253.5416667,24.071209362399724,579.4231201684802,470,1885.1470327114284,10.0,1122.083333,256.875,56.66666667,67233.75,6107.392579792724,37300244.12370723,469
20170301–0-3425,250-500 6 peaks (4 and 3),33.23625654486911,10.0,39.322916667499996,25.41666667,19.010416665,253.5416667,25.536912514568094,652.1339007767045,382,2324.2793087260893,10.0,1472.916667,267.7083333,58.95833333,106990.8333,8064.87682034,65042238.12725743,381
20170301–90-3425,80-250 4 peaks (3 and 2),29.871639784935482,10.20833333,35.1562499975,24.895833335,18.1770833325,170.0,19.53630291107896,381.66713143343225,310,-34.134408493742214,-894964.5833,3588.5416665000002,996.6666665,140.729166675,38656.45833,51118.99279978936,2613151424.864917,310
20170301–90-3425,80-250 5 peaks (3 and 2),36.577219203152175,10.83333333,42.3437499975,31.979166665,23.17708333,170.0,22.383259665906955,501.0103132714172,184,4784.759790645082,10.0,6633.229167,1550.208333,353.2291667,53282.91667,7545.216999596264,56930299.570996456,183
20170301–90-3425,80-250 6 peaks (3 and 2),41.955128205538465,15.0,48.697916667499996,36.875,27.968750002500002,170.0,24.320209962814424,591.472612635378,130,6776.7231912468205,10.0,8077.708333,2237.916667,420.0,75316.66667,10609.207619715227,112555286.31822366,129
20170301–90-3425,80-250 4 peaks (4 and 3),30.044988925880396,10.0,35.41666667,25.0,17.70833333,171.6666667,19.20001433647323,368.6405505207776,903,964.8209996310753,10.0,1090.2083332500001,337.60416665,71.35416667,20437.91667,1663.7970530793775,2768220.633835621,902
20170301–90-3425,80-250 5 peaks (4 and 3),35.37163978493548,10.20833333,40.625,30.3125,22.864583335,171.6666667,20.727998222540077,429.6499103136245,620,1414.327544416866,10.0,1843.958333,497.2916667,106.45833335,20525.0,2251.729306838711,5070284.871276342,619
20170301–90-3425,80-250 6 peaks (4 and 3),40.29688665185682,14.16666667,46.04166667,34.79166667,26.66666667,171.6666667,22.097660867472186,488.30661581381156,447,1969.7141255719282,10.0,2537.864583,677.6041667,135.52083335,38040.83333,3340.815494112694,11161048.165703446,446
20170301–90-3425,250-500 4 peaks (3 and 2),25.165754258111313,10.0,30.20833333,19.58333333,14.58333333,214.7916667,18.91536321876873,357.7909656979488,1096,794.1082572263106,10.0,803.4375,248.125,64.27083333499999,16081.25,1516.6091700292282,2300103.374616744,1095
20170301–90-3425,250-500 5 peaks (3 and 2),27.510151347563678,10.0,32.5,22.70833333,15.625,214.7916667,20.016460154331067,400.65867710992325,903,967.0604674760976,10.0,963.90625,285.3125,70.4687499975,27677.91667,2039.48785787041,4159510.7224008334,902
20170301–90-3425,250-500 6 peaks (3 and 2),30.608321629396066,10.41666667,35.41666667,25.0,17.70833333,214.7916667,21.358251923053164,456.17492520860424,712,1230.3445851034178,10.0,1228.541667,366.6666667,87.29166666500001,27677.91667,2523.526474231622,6368185.866147882,711
20170301–90-3425,250-500 4 peaks (4 and 3),23.70136887613833,10.0,26.875,19.58333333,14.375,151.875,16.39169672939049,268.6877216683108,347,2537.5030106386707,10.0,2979.68750025,843.33333335,131.14583335,48008.125,4718.096801985274,22260437.43290367,346
20170301–90-3425,250-500 5 peaks (4 and 3),26.453616352415093,10.0,30.0,22.5,16.04166667,151.875,17.76079384421573,315.4457979767314,265,3317.529198240682,10.0,3477.864583,904.0625,154.7395833,70838.33333,6643.14450137841,44131368.866194196,264
20170301–90-3425,250-500 6 peaks (4 and 3),29.720790378298968,10.41666667,33.38541667,24.791666665,19.375,151.875,19.342441757586133,374.1300531456117,194,4544.414939535906,10.0,5134.166667,1150.625,228.9583333,76649.58333,8602.519509175047,74003341.90573728,193
20170301–NO-3425,80-250 4 peaks (3 and 2),43.13729364229716,10.0,42.91666667,27.70833333,19.58333333,1067.083333,69.24379572028062,4794.703245751953,949,905.0628516216244,10.0,815.572916675,176.04166665,40.83333333,20883.54167,1986.3341086743637,3945523.1912831794,948
20170301–NO-3425,80-250 5 peaks (3 and 2),51.747023809299996,10.0,49.375,32.8125,24.16666667,1067.083333,78.76460002683265,6203.862217386926,700,1232.764961850801,10.0,1134.375,218.3333333,44.791666665,25245.625,2664.513009206371,7099629.5762299895,699
20170301–NO-3425,80-250 6 peaks (3 and 2),60.850204017288135,13.54166667,56.66666667,38.95833333,28.75,1067.083333,88.42275465725997,7818.583541177991,531,1633.234276775283,10.0,1602.291667,250.625,46.458333332500004,34761.04167,3741.9902046549614,14002490.69173368,530
20170301–NO-3425,80-250 4 peaks (4 and 3),45.25019025831051,10.0,47.1875000025,30.0,21.510416665,730.2083333,56.732416708470105,3218.5671055834982,438,2006.0540617752174,10.0,1895.625,275.0,36.04166667,40746.45833,4477.860981534772,20051238.96995155,437
20170301–NO-3425,80-250 5 peaks (4 and 3),55.13575268761291,11.875,56.354166665,36.66666667,26.3541666675,730.2083333,64.75028755500853,4192.599738456292,310,2845.8677184160842,10.0,2076.458333,341.0416667,39.79166667,47842.29167,6171.902478399355,38092380.2028721,309
20170301–NO-3425,80-250 6 peaks (4 and 3),64.85721982672413,15.0,63.541666665,43.854166665,30.937500002500002,730.2083333,72.14829407036206,5205.37633726344,232,3815.6637805739824,10.0,3136.5625,290.625,39.79166667,60480.20833,8503.35747716679,72307088.38448834,231
20170301–NO-3425,250-500 4 peaks (3 and 2),35.84529102668553,10.0,34.58333333,21.04166667,14.58333333,1056.041667,61.63717132938,3799.140889487344,1237,691.5024946172897,10.0,625.312499975,142.5,37.91666667,21456.66667,1629.7353956791662,2656037.4599295286,1236
20170301–NO-3425,250-500 5 peaks (3 and 2),40.12048678276595,10.0,37.91666667,23.54166667,16.3020833325,1056.041667,66.56314438523724,4430.65219044994,1034,830.1579138396515,10.0,728.3333333,155.4166667,37.08333333,45396.45833,2366.527927795758,5600454.433037285,1033
20170301–NO-3425,250-500 6 peaks (3 and 2),45.30664519912178,10.0,43.697916667499996,26.875,19.010416665,1056.041667,72.14783660473589,5205.310326743668,854,1006.0372704206917,10.0,870.2083333,159.1666667,36.66666667,45396.45833,2709.4448008789623,7341091.12901004,853
20170301–NO-3425,250-500 4 peaks (4 and 3),34.40504179719436,10.0,35.41666667,21.770833335,15.0520833325,658.9583333,44.7925936793776,2006.3764485258187,638,1374.7632129659025,10.0,1031.666667,141.0416667,30.20833333,60483.125,3945.2557164213335,15565042.66795521,637
20170301–NO-3425,250-500 5 peaks (4 and 3),38.64047619041905,10.0,39.375,25.20833333,18.125,658.9583333,48.30116857189765,2333.002885410873,525,1672.4960241607823,10.0,1084.4270835,131.875,29.3229166675,60483.125,4747.4262723454585,22538056.2113559,524
20170301–NO-3425,250-500 6 peaks (4 and 3),43.6072261072028,10.0,45.0,28.75,20.83333333,658.9583333,52.084683856358616,2712.814292416824,429,2051.3239874942988,10.20833333,1193.229167,127.08333335,27.91666667,60483.125,5948.672774194762,35386707.774446,428
20170302–90-3450,80-250 4 peaks (3 and 2),38.70305164334004,10.0,45.41666667,31.45833333,21.66666667,209.1666667,26.932959666752453,725.3843164109144,497,1165.0982862712297,10.0,719.791666675,173.64583335,52.9687499975,46354.375,3206.3617489206345,10280755.66494139,496
20170302–90-3450,80-250 5 peaks (3 and 2),44.405000000106675,11.45833333,50.3125,36.875,26.875,209.1666667,28.484885174354687,811.3886833961715,375,1551.9212344362834,10.0,1113.6979165,222.29166665,54.2187500025,46354.375,4045.933007117128,16369573.898079846,374
20170302–90-3450,80-250 6 peaks (3 and 2),50.47348484867133,13.95833333,58.854166665,41.66666667,32.1874999975,209.1666667,29.8501663114787,891.0324288229378,286,2044.3333333406667,10.0,1253.333333,219.5833333,53.95833333,54960.83333,5455.037348367574,29757432.47208513,285
20170302–90-3450,80-250 4 peaks (4 and 3),36.025815217173914,10.83333333,41.7187500025,31.66666667,22.76041667,201.4583333,22.391161325741635,501.36410551538796,184,3226.128187827814,10.625,2173.645833,409.7916667,63.95833333,58929.16667,7855.428147128993,61707751.374706455,183
20170302–90-3450,80-250 5 peaks (4 and 3),41.07165404007575,13.75,45.20833333,35.3125,27.55208333,201.4583333,24.25796837326173,588.4490295981662,132,4515.9446566326715,10.625,2880.625,527.5,63.4375,63957.29167,9916.336155576404,98333722.75039181,131
20170302–90-3450,80-250 6 peaks (4 and 3),47.02152014582418,14.79166667,52.39583333,39.79166667,33.4375,201.4583333,26.226577838929327,687.8333851414188,91,6585.902777630334,12.91666667,6954.270833500001,720.625,89.6874999975,96438.75,13734.462246693562,188635453.20585078,90
20170302–90-3450,250-500 4 peaks (3 and 2),30.892999204415275,10.0,38.125,24.58333333,16.3020833325,206.4583333,22.00217707619828,484.0957960923851,838,683.8572779862008,10.0,526.0416667,147.9166667,44.58333333,34967.5,1966.3862740765,3866674.9788764603,837
20170302–90-3450,250-500 5 peaks (3 and 2),34.05934343431457,10.0,41.875,27.70833333,18.95833333,206.4583333,22.854315637311036,522.3197432498397,693,828.9628492329334,10.0,591.458333325,152.29166665,45.989583335,34967.5,2306.0907584745896,5318054.586321909,692
20170302–90-3450,250-500 6 peaks (3 and 2),37.38840579704348,10.0,46.25,30.625,22.29166667,206.4583333,23.562633377127842,555.197691664939,575,992.9195702744076,10.0,669.062499975,179.6875,48.90625,35759.16667,2616.2250699929373,6844633.616859549,574
20170302–90-3450,250-500 4 peaks (4 and 3),29.542214912335524,10.0,36.66666667,23.645833335,16.614583335,178.9583333,19.929532511726823,397.1862661359764,304,1924.07246970835,10.0,1803.2291665,274.7916667,67.39583333,54678.54167,4685.8858096735075,21957525.821299545,303
20170302–90-3450,250-500 5 peaks (4 and 3),33.302304964723405,10.41666667,40.625,28.54166667,19.479166665,178.9583333,20.996056824482302,440.83440217688985,235,2480.4629629905126,10.20833333,2598.333333,329.58333335,74.94791667,56452.91667,5529.7744276654075,30578405.220862284,234
20170302–90-3450,250-500 6 peaks (4 and 3),36.75179211489247,11.45833333,42.5,32.91666667,21.302083335,178.9583333,21.943265570045032,481.50690387752377,186,3141.2207207838374,10.20833333,3161.875,453.9583333,74.375,56452.91667,6558.943328747697,43019737.58972392,185
20170302–NO-3450,80-250 4 peaks (3 and 2),36.667333333024,10.20833333,42.29166667,28.75,21.04166667,238.5416667,26.22926958258033,687.9745828356737,625,921.4867120729808,10.0,560.156249975,115.20833335,35.520833332500004,21793.33333,2102.3957238850576,4420067.779810175,624
20170302–NO-3450,80-250 5 peaks (3 and 2),42.980154250835206,12.08333333,49.6875,35.20833333,25.0,238.5416667,28.51718600236254,813.229897493342,443,1306.9504147720138,10.0,680.10416665,144.5833333,33.7499999975,29664.375,3086.156312361914,9524360.784331286,442
20170302–NO-3450,80-250 6 peaks (3 and 2),49.92765273234726,12.91666667,58.75,42.08333333,30.833333335,238.5416667,31.196391349336484,973.2148332209562,311,1863.7069893123548,10.0,1046.09374975,137.39583335,24.11458333,49036.25,4794.212575104089,22984474.215286188,310
20170302–NO-3450,80-250 4 peaks (4 and 3),40.340608466031746,10.0,47.29166667,32.91666667,21.875,186.6666667,29.651905779108098,879.2355163331042,189,3104.7695033996283,10.0,1855.5729165,124.27083335,24.79166667,47383.95833,7277.544507563105,52962654.059561916,188
20170302–NO-3450,80-250 5 peaks (4 and 3),48.20488721857143,14.375,54.16666667,39.79166667,30.20833333,186.6666667,31.835910045327108,1013.5251684141593,133,4431.134785253106,10.0,1872.395833,68.64583333,22.55208333,79151.875,11794.581974871453,139112163.96196258,132
20170302–NO-3450,80-250 6 peaks (4 and 3),52.24197247779816,17.70833333,62.70833333,43.33333333,33.125,186.6666667,33.456968004163826,1119.3687080316422,109,5379.54861068676,10.0,1091.09375025,58.22916667,21.1979166675,128803.9583,15990.716509056469,255703014.47301108,108
20170302–NO-3450,250-500 4 peaks (3 and 2),29.692286652308532,10.0,34.114583335,22.604166665,15.41666667,207.0833333,22.719624868546667,516.1813541674842,914,616.6271905818949,10.0,505.625,124.1666667,37.08333333,12367.08333,1239.1495666623273,1535491.6485594334,913
20170302–NO-3450,250-500 5 peaks (3 and 2),33.33621484575381,10.0,38.54166667,25.83333333,18.33333333,207.0833333,24.127590412349534,582.1406191061012,723,783.957467683532,10.0,640.260416675,136.97916665,38.07291667,12367.08333,1513.813329498496,2291630.7965673218,722
20170302–NO-3450,250-500 6 peaks (3 and 2),36.93117178629693,10.0,45.3125000025,28.75,21.45833333,207.0833333,25.300463523897072,640.1134545240462,586,971.7567663935725,10.0,908.5416667,150.0,36.66666667,15853.125,1816.371234454051,3299204.461352133,585
20170302–NO-3450,250-500 4 peaks (4 and 3),28.171816479325837,10.0,32.70833333,22.29166667,15.1562499975,163.75,19.634801251724884,385.525420194737,356,1561.5933098913524,10.0,1788.5416665,217.7083333,36.979166665,17803.54167,2779.1556693555062,7723706.234510852,355
20170302–NO-3450,250-500 5 peaks (4 and 3),31.867424242363636,10.20833333,38.229166665,25.41666667,18.54166667,163.75,20.711513674223518,428.96679867754773,275,2020.5710158027373,10.20833333,2958.385417,214.16666665,36.0937500025,19739.58333,3519.202121194713,12384783.569821369,274
20170302–NO-3450,250-500 6 peaks (4 and 3),35.20929783939815,11.04166667,43.33333333,27.604166665,21.1458333325,163.75,21.972789009087,482.8034568378544,216,2580.4408915245117,10.20833333,3277.6041665000002,194.5833333,36.145833335,27537.91667,4911.384912651184,24121701.76021768,215
20170303–180-3450,80-250 4 peaks (3 and 2),44.39316239264103,10.0,54.3750000025,35.416666665,23.75,357.0833333,34.18924987625019,1168.9048071006735,390,1492.612467907815,10.0,1090.416667,203.75,38.33333333,37130.625,3646.5716603622973,13297484.874157442,389
20170303–180-3450,80-250 5 peaks (3 and 2),50.71994535455738,12.29166667,60.83333333,41.45833333,29.16666667,357.0833333,36.01477773011268,1297.0642149494201,305,1915.5413925166122,10.0,1842.7604165,220.0,37.9687499975,37130.625,4328.142200531259,18732814.908019565,304
20170303–180-3450,80-250 6 peaks (3 and 2),55.86178045429719,12.91666667,65.0,45.20833333,33.75,357.0833333,37.78339424337523,1427.5848805503203,249,2288.816364255282,10.20833333,1960.46874975,242.1875,39.322916665,37130.625,5023.0283771426575,25230814.077580404,248
20170303–180-3450,80-250 4 peaks (4 and 3),41.637891343977905,10.83333333,52.70833333,35.83333333,25.41666667,127.5,23.116602027517903,534.3772892986448,181,3188.7349536931115,10.20833333,3064.84374975,349.375,49.739583335,51273.75,6977.408922945123,48684235.27799422,180
20170303–180-3450,80-250 5 peaks (4 and 3),47.24031690098592,14.79166667,59.0625000025,40.625,31.66666667,127.5,22.761910600021476,518.10457416337,142,4034.3454489860997,10.83333333,3148.125,356.0416667,49.58333333,51273.75,8248.339343873533,68035101.93169205,141
20170303–180-3450,80-250 6 peaks (4 and 3),51.65229885025862,14.79166667,61.66666667,46.770833335,34.58333333,127.5,22.716005705032984,516.0169151910911,116,4949.657608568174,10.83333333,4014.375,502.0833333,57.916666665,73234.16667,10252.461650405683,105112969.89303921,115
20170303–180-3450,250-500 4 peaks (3 and 2),38.12555704128343,10.0,45.052083332500004,25.729166665,16.66666667,319.1666667,37.39730038279513,1398.5580759210088,748,763.4340138497189,10.0,539.27083335,126.25,31.770833335,28443.125,2137.512262360864,4568958.6717430595,747
20170303–180-3450,250-500 5 peaks (3 and 2),41.76487635265842,10.0,49.895833335,29.375,18.854166665,319.1666667,38.938019908719454,1516.1693944118324,647,885.1102941293034,10.0,605.6770833,137.0833333,34.427083332500004,28443.125,2332.486917305029,5440495.219399116,646
20170303–180-3450,250-500 6 peaks (3 and 2),45.28778558917399,10.0,53.75,32.08333333,21.45833333,319.1666667,40.20892450525201,1616.7576098690552,569,1007.0679284157217,10.0,759.5833333,143.2291667,37.395833332500004,28443.125,2530.7754304298114,6404824.279267197,568
20170303–180-3450,250-500 4 peaks (4 and 3),35.722607052921916,10.0,47.29166667,27.29166667,17.5,242.9166667,27.97219165639111,782.4435060618765,397,1438.0260942818686,10.0,1059.4270832500001,171.35416665,40.9374999975,36334.16667,3577.922416263819,12801528.816803124,396
20170303–180-3450,250-500 5 peaks (4 and 3),39.343377976190474,10.0,52.395833335,30.83333333,20.364583335,242.9166667,28.852253342626426,832.4525229470977,336,1702.5024875130748,10.0,1385.2083335,186.0416667,41.875,36334.16667,4012.229505037821,16097985.60109604,335
20170303–180-3450,250-500 6 peaks (4 and 3),42.60092272207612,10.0,54.16666667,34.375,23.33333333,242.9166667,29.754629858885654,885.3379980392898,289,1976.1841723713542,10.0,1965.46875,195.9375,45.677083335,37162.70833,4373.891410027113,19130926.066708967,288
20170303–270-3450,80-250 4 peaks (3 and 2),44.11570248001653,10.20833333,55.20833333,36.45833333,23.54166667,215.0,29.271174677086684,856.8016669765207,605,926.9529525214568,10.0,406.874999975,86.5625,39.58333333,28121.45833,2795.7923573616195,7816454.905481642,604
20170303–270-3450,80-250 5 peaks (3 and 2),49.65889685875,12.70833333,60.0,41.875,30.156249997499998,215.0,29.86868424521934,892.1382985406142,488,1154.6941307762218,10.0,496.77083335,91.875,40.520833335,28181.25,3484.2598411958556,12140066.64097017,487
20170303–270-3450,80-250 6 peaks (3 and 2),53.6609984098568,12.70833333,62.91666667,46.04166667,34.16666667,215.0,30.28890773132549,917.4179315567492,419,1349.4871411636605,10.0,587.239583325,103.85416665,41.927083332500004,32056.66667,4055.7338285617325,16448976.88814001,418
20170303–270-3450,80-250 4 peaks (4 and 3),38.43854515063545,10.0,47.5,34.79166667,23.854166665,154.1666667,20.21078171995118,408.47569773151275,299,1891.790408245067,10.625,788.3854167,140.72916665,58.64583333,44776.45833,5239.825518585902,27455771.465224016,298
20170303–270-3450,80-250 5 peaks (4 and 3),43.55248917770563,15.625,51.354166665,39.16666667,30.0,154.1666667,19.972668467635867,398.9074857180961,231,2454.8451086280434,11.25,1483.2291667499999,226.45833335,61.979166667499996,44776.45833,6147.723058462697,37794498.80355394,230
20170303–270-3450,80-250 6 peaks (4 and 3),46.930114638677246,16.875,55.20833333,43.125,34.16666667,154.1666667,20.356518705338654,414.38785380080253,189,3009.0325797295745,14.16666667,1875.0520832500001,355.1041667,62.29166667,47376.875,7101.132480523122,50426082.50594047,188
20170303–270-3450,250-500 4 peaks (3 and 2),40.491483833533486,10.0,50.0,28.33333333,18.33333333,305.4166667,36.19150357537916,1309.8249310466822,866,637.5811656881388,10.0,305.625,82.08333333,29.58333333,21225.20833,1971.4642650526744,3886671.348379682,865
20170303–270-3450,250-500 5 peaks (3 and 2),43.24765857786718,10.0,51.45833333,31.875,21.04166667,305.4166667,36.98537333497336,1367.9178407273587,783,706.7908141432355,10.0,346.614583325,85.52083333499999,32.9687500025,21225.20833,2115.218581313256,4474149.646732863,782
20170303–270-3450,250-500 6 peaks (3 and 2),46.36128917349003,10.0,53.9062499975,35.3125,23.385416665,305.4166667,37.80251570886752,1429.0301939191754,702,790.3390988951498,10.0,381.6666667,90.625,35.41666667,21225.20833,2285.781740861082,5224798.166853919,701
20170303–270-3450,250-500 4 peaks (4 and 3),35.469583333399996,10.0,44.2187500025,26.145833335,17.91666667,255.4166667,29.06564161956621,844.8115227570596,500,1135.200400820461,10.0,565.1041667,114.7916667,45.9375,28102.29167,3182.9798062365057,10131360.446909383,499
20170303–270-3450,250-500 5 peaks (4 and 3),38.72093023262791,10.20833333,46.92708333,30.625,20.20833333,255.4166667,30.020230360018772,901.2142308685927,430,1322.959887354359,10.0,676.0416667,128.75,49.16666667,28102.29167,3549.986343209339,12602403.036972813,429
20170303–270-3450,250-500 6 peaks (4 and 3),42.47640423582873,10.625,50.83333333,34.16666667,22.5,255.4166667,31.177564062121686,972.0405008477017,362,1549.4540628203044,10.20833333,777.5,138.75,54.58333333,28527.29167,4044.4648611115163,16357696.012765795,361
20170303–NO-3450,80-250 4 peaks (3 and 2),42.28686951776316,10.0,50.885416665,35.625,25.364583335,286.6666667,26.78322422746187,717.3411000185004,608,937.7694261433772,10.20833333,533.75,91.66666667,45.20833333,42983.95833,2675.2861733768614,7157156.109461409,607
20170303–NO-3450,80-250 5 peaks (3 and 2),46.75690286123753,11.04166667,56.25,40.625,30.83333333,286.6666667,27.32995695430473,746.9265471241495,501,1141.26416669652,10.625,646.35416665,95.20833333499999,46.30208333,42983.95833,3075.4536251866148,9458415.00067349,500
20170303–NO-3450,80-250 6 peaks (3 and 2),49.757336343408575,14.16666667,58.645833335,43.33333333,33.541666665,286.6666667,27.574745670431515,760.3665987889815,443,1294.1511123750906,10.625,834.3229167,116.875,47.8124999975,43508.125,3351.7038148289275,11233918.462338785,442
20170303–NO-3450,80-250 4 peaks (4 and 3),41.96265243917683,10.20833333,51.04166667,35.3125,25.625,207.2916667,24.938562345940962,621.9318918823843,656,864.9306614807634,-286631.0417,509.47916665,71.25,10.20833333,44179.58333,11955.618663075402,142936817.61687684,655
20170303–NO-3450,80-250 5 peaks (4 and 3),41.90860215032258,11.66666667,46.66666667,36.25,28.75,193.9583333,22.277217789514502,496.27443244146144,217,2702.7343748870835,10.20833333,2130.677083,276.35416665,70.7812499975,50711.45833,6162.199272834449,37972699.87812142,216
20170303–NO-3450,80-250 6 peaks (4 and 3),46.01371951182927,14.375,54.427083332500004,39.791666665,32.1875000025,193.9583333,23.426657656779287,548.8082889679356,164,3544.7814415859507,10.20833333,2570.5208334999998,465.2083333,71.14583333499999,54046.66667,7552.504105516004,57040318.26383609,163
20170303–NO-3450,250-500 4 peaks (3 and 2),36.778746098168575,10.0,45.41666667,28.125,17.70833333,389.375,30.615495144340777,937.3085429331536,961,583.4765625056564,10.0,416.250000025,96.45833333499999,40.625,17785.0,1419.0559381478165,2013719.7555925797,960
20170303–NO-3450,250-500 5 peaks (3 and 2),39.7439492329634,10.0,49.0625,31.66666667,21.66666667,389.375,31.4071964285542,986.4119875017877,847,663.0759948841134,10.0,466.927083325,100.9375,42.91666667,17785.0,1570.72856716628,2467188.231712235,846
20170303–NO-3450,250-500 6 peaks (3 and 2),43.00152232788904,10.20833333,51.25,34.58333333,23.95833333,389.375,32.280074710202136,1042.0032232962315,739,762.6657068674119,10.0,539.1145833,108.9583333,44.16666667,30470.625,1943.236457610307,3776167.930185855,738
20170303–NO-3450,250-500 4 peaks (4 and 3),32.510543185121456,10.0,39.322916667499996,27.91666667,18.385416665,274.375,21.854369277702165,477.6134565261723,494,1173.5589925579513,10.0,1036.25,182.5,60.83333333,17785.41667,2344.7808989067134,5497997.463877776,493
20170303–NO-3450,250-500 5 peaks (4 and 3),32.510543185121456,10.0,39.322916667499996,27.91666667,18.385416665,274.375,21.854369277702165,477.6134565261723,494,1173.5589925579513,10.0,1036.25,182.5,60.83333333,17785.41667,2344.7808989067134,5497997.463877776,493
20170303–NO-3450,250-500 6 peaks (4 and 3),38.281971376094184,11.875,45.625,32.29166667,24.58333333,274.375,22.773653106641877,518.6392758216592,361,1613.3472222283056,10.0,1616.9270835,219.375,62.08333333,43503.54167,3564.9357351523677,12708766.795766354,360
